Zona Protejata,Latitude,Longitude,Mai multe detalii
Retezat,45.324775,22.78779938,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Săcueni,47.3566688,22.0845336,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana Muntioru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacurile Fălticeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Costinesti - 23 August,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealurile Clujului de Est,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealurile Drăgășaniului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Bogata,46.4564083,24.1196172,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Bozânta,47.6396578,23.4416552,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Hârtibaciu Sud - Est,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ianca - Plopu - Sărat - Comăneasca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul și Pădurea Cernica,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacurile din jurul Măscurei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Sărat - Brăila,45.20766015,27.8950173219579,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștea Ciacova,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea și Lacul Stolnici,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Târgu Mureș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurile din Silvostepa Mostiștei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina de la Fetești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mociar,46.7851531,22.0681669,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Munții Ciucului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Munții Bihor,46.4045435,22.5967265236232,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Munții Metaliferi,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Nemira - Lapoș,46.2994175,26.2507928759766,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Coșava Mică,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Târnava Mare între Copșa Mică și Mihalț,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Târnava Mare între Odorheiu Secuiesc și Vânători,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Timiș între Rusca și Prisaca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Salonta,46.8024771,21.6594011,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile de la Gura Ialomiței - Mihai Bravu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile Diniaș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Slatina,44.4299971,24.3631837,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștea Jebel,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Someșul Mare,47.285431,24.4786312,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Pădurea Murei - Sângeorzu Nou,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealurile Podoleni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Straja - Cumpăna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Suharau - Darabani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștea Pesac,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Șieu - Budac,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cumpărătura,47.5707082,26.2738994,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștile de la Tiur,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dăbuleni - Potelu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Mureș între Brănișca și Ilia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Nera între Bozovici și Moceriș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Putna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Siret între Pașcani și Roman,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Suceava,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Suceava Liteni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Târgului - Argeșel - Râușor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile de la Foeni - Grăniceri,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Turnu - Variașu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea din Sânandrei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ivrinezu,44.2287645,28.0445899,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștile dintre Șeica Mare și Veșeud,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Bârsei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Măgura Bătarci,48.0249509,23.1863669,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Oprănești,44.6569165,22.7825371,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Dandara - Corneanca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea și Lacul Mărgineni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Șemița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștile de la Liteni - Săvădisla,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea celor Două Veverițe,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștile de la Moriști și Cojocna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Dorobanțul,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Ștorobăneasa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Viile Tecii,46.9450209,24.4632313,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vlădaia - Oprișor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Forêts primaires de hêtres des Carpates et d’autres régions d’Europe,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Delta du Danube,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Dopca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntele Postăvarul,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Tăul Negru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Vărănic,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Boholt,45.9486192,22.9230057,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera și izbucul Izvorul Albastru al Izei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul Luci,46.29914125,25.7159534032162,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Gemenele,45.2851885,27.6406869,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Drăghiceanu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Morărenilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Popasul păsărilor de la Sânpaul,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Chizid,45.7457275,22.9228035289089,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștinile Vlășchinescu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tăul lui Dumitru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Arcer - Țibleș - Bran,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Snagov,44.72090155,26.142399814993,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile Diniaș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Techirghiol,44.0373759,28.636194760853,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Roșca - Buhaiova,45.36546675,29.4345537041604,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Secu,44.4741989,23.292217,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Babadag - Codru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Piatra Craiului,45.4140261,25.2059675,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Uluce,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vârful Buteasa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Puncte fosilifere în conglomeratele de Pietricica,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tăul Zânelor,47.1186411,24.9935296998976,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râpa Verde,46.0044121,25.4686671,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Punctul fosilifer La Runc,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pietrele Galbenei,46.571236,22.686436,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Abruptul Bucșoiu - Mălăești - Gaura,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sarea lui Buzău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Cușmei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Făgetul secular Stuhoasa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Balta Nera - Dunăre,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Izvorul-Mușeteica,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stejerișul Mare,45.6335247,25.552098,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Ciclovei - Ilidia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Buhui - Marghitaș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Gălășeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarele tortoniene de la Miheleu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Ciornuleasa,44.2509084,26.7343862838885,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sic,46.9312386,23.896415,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stânca Ștefanești,47.8207527,27.1983708,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștea halofilă Gighera,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râpa cu lăstuni din Valea Divici,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Morilor,44.1176260550765,23.9192765020456,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Vârfurașu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Buhui,45.0868172,21.8869461,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera La Adam,44.4645355,28.4713683,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Știucilor,46.96509925,23.899258298493,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Drănic,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Breana - Roșcani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Canaralele din Portul Hârșova,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cotul cu Aluni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Oltețului și Peștera Polovragi,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Recifii Jurasici Cheia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Corcoaiei,45.1331334,22.693782,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vârful Poieni,46.85786,22.74579,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Lăpugiu de Sus,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Gârbovu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvoarele minerale Săcelu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Valea de Mijloc,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Slivuț,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Fundeanu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Gura Plaiului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sfinxul Lainicilor,45.2730835,23.3825152,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera cu Corali,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izbucul Jaleșului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Perchiu,46.2206036,27.2494271,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Iauna - Craiova,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Șura Mare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Jiețului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Duhovnei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Coșuștei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarele de la Boiul de Sus,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Codrii seculari de pe valea Dobrișoarei și Prisloapei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Călimani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Munții Rodnei,47.529456,24.7371749241972,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Natural Bucegi,45.3818815,25.4486495157157,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rusca Montană,45.5674099,22.4581607,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Padurea Cenaru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Ciocaș - Dealul Vițelului,45.7729232,25.6937493237022,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Călugaru - Iancina,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Natural Apuseni,46.6016418,22.7013441233493,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Natural Porțile de Fier,44.66268175,22.055938314555,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Suslanești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Scărișoara Galbenă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera de la Piscul Negru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Hârtop II,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Platoul carstic Lumea Pierdută,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ferice Plai și Hoanca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Defileul Crișului Repede,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera nr. 15,44.1842829,28.1269829,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Groapa de la Barsa,46.5777796,22.6857161,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Ciurului Ponor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Chihlimbarul de Buzău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Craiului,45.4724575,25.1916296779122,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Grăitoare din coasta de S-E a Brăiesei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana cu narcise de pe Șesul Mogoșenilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana cu narcise de pe masivul Saca,47.49180205,24.7904571978255,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bogății,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Cetății - Lempeș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Coloanele de bazalt de la Piatra Cioplită,45.884883,25.3038686,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Comarnic,45.1782641,21.9474205,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Balta Amara,45.2806437156076,27.2897912169817,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Iardașița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Balta Albă,45.3052359,27.2875908,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvoarele Nerei,45.1711965909611,22.0468374138532,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pășunea cu Corynephorus de la Voievozi,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer de la Tirol,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Baziaș,44.8159071,21.39048,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pârâul Dumbrava,46.8090285,23.2449,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer de la Apadia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Rudăriei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ravena Crouri,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Horoabei,45.3900205356126,25.4313389964548,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dunele marine de la Agigea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Bucovăț,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Hagieni,43.793723,28.460257560348,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Pochina,45.994723,28.0939364780702,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dunele Dăbuleni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Tirighina - Bărboși,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Martel,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Dumbrava Harghitei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stâncăriile Sâlhoi - Zimbroslaviile,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Dracului,46.5472281,25.5894495904433,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Formațiunile eocene de la Săcelu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Sohodolului,45.1373319,23.1402281784246,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Polovragi,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Iedului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Complexul carstic Ponorici - Cioclovina,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Nyirkert,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pajiștea Cetate din Lunca Dunării,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Arboretumul Simeria,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tufarișurile mediteraneene de la Isverna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarele de la Godinești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Valea Desului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Stârmina,44.51378095,22.7807918649537,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Malovăț,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Balta Tălăbasca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Buzești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Babei,47.3217208,23.7440043,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Sfânta Ana,46.1263093,25.886925361539,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Csemo - Vrabia,46.21460255,25.8917035677431,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Apele mezotermale de la Geoagiu-Băi,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Complexul carstic de la Ponoarele,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Boiu Mare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Topolniței și Peștera Topolniței,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea cu pini Comja,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Tecuri,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Punctul fosilifer Băiceni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea de liliac Ponoarele,44.9611541,22.764734,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Arboretul cu Chamaecyparis lawsoniana,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Bălășan amonte de Băilești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Coloanele de la Limpedea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Peșteana,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Bahna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Pinului și Piatra Șoimului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Nadas,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Rea,47.5892967,24.8036065,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Madei,46.0072287,23.1255652,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pietrosu,45.0599797,26.75663,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Prut,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Șvinița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ciucevele Cernei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vulcanii Noroioși de la Filiaș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Borșaroș - Sâncrăieni,46.3105402,25.8402434542628,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tufurile calcaroase din Valea Bobâlna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntele Vulcan,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stâncile Rafailă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Padurea Tătăruși,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana cu narcise Gurghiu,46.7554169,24.8685132731829,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Cernei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tinovul Șaru Dornei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cracul Crucii,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Teiului,47.0910676,25.9611932,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația forestieră Pângarați,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Arinișul de la Sinaia - Cumpătul,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca cu lalea pestriță - Valea Sălajului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Pogănișului,45.56355285,21.5078324786297,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Cozla,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cornetul Bălții,44.888093,22.623124,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația de Zimbri - Neamț,47.24601595,26.2182921108741,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Frumușica,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Arinișul Erenciuc,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Acumularea Pârcovaci,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Ronișoara,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poieni - Cărbunăriei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile din Valea Ilenei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Clipa de calcare triasice Pârâul Cailor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Gresiile de pe Stânca Dracului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
La Grumaji,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Movila Șișitac,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sărăturile Murighiol,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Vânjului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația Lacul Iezer din Călimani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Crinului,45.56895,25.59699,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvorul Bătrâna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Ribicioarei și Uibăreștilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Belciug,44.2780577,25.1105901264168,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Căldările Zăbalei - Zârna Mică - Răoaza,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cascada Mișina,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
